id,reg,car_description,car_make_model,road_tax_status,mot_status,exported,average,engine,EngineLitres,EuroStatus,FuelType,KeeperStartDate,LastMOTMileage,LastV5CIssueDate,MOT,MileageIssues,ModelDescription,ModelVariant,PrimaryColour,RegistrationDate,RegistrationPlace,Status,Tax12MonthsCost,Tax6MonthsCost,Transmission,TypeApproval,VehicleAge,WheelPlan,YearManufacture,isSold,co2,manufacturer,mileage,sell,created_on,car_order,taxDueDate,motExpiryDate,carViews
165,SL57EXT,,VOLKSWAGEN,Taxed,Valid,,0,1390,,,PETROL,,,2019-11-28,,,BEETLE LUNA 75PS,,GREEN,2007-09,,,,,,M1,,2 AXLE RIGID BODY,2007,1,169,VOLKSWAGEN,127678,1500,2024-11-15 06:34:56,8.0,2025-10-01,2025-10-30,50
168,SF65RLZ,,HONDA,Untaxed,Valid,,0,1318,,,PETROL,,,2018-05-10,,,JAZZ SE I-VTEC,,BLUE,2015-10,,,,,,M1,,2 AXLE RIGID BODY,2015,1,116,HONDA,115248,4995,2024-11-22 08:39:46,8.0,2024-11-14,2025-04-23,61
61,SC15RPZ,,VOLKSWAGEN POLO,✗ Expired: 19 Apr 2024 18 days ago,✓ Expires: 01 Apr 2025 330 days left,NO,12933,1422 cc,,EURO 6,Diesel,,116401.0,25 October 2023,£45,No,POLO SE TDI,POLO,Red,2015.05.12,Glasgow,HIGH,£0,,,M1,9 Years 0 Months,2 AXLE RIGID BODY,2015,1,88 g/km (A,VOLKSWAGEN,116000,4900,2024-05-07 09:16:19,9.0,2024-04-19,2025-04-01,9
73,NK15NJU,,TOYOTA AYGO,✓ Expires: 01 Apr 2025 298 days left,✓ Expires: 22 Mar 2025 289 days left,NO,10528,998 cc,,EURO 5,Petrol,,94755.0,15 March 2024,£45,No,AYGO X VVT-I,AYGO,White,2015.03.04,Newcastle,MEDIUM,£0,,,M1,9 Years 3 Months,2 AXLE RIGID BODY,2015,1,95 g/km (A,TOYOTA,96000,4200,2024-06-07 05:38:37,9.0,2025-04-01,2025-03-22,28
106,CE60VSC,,Volkswagen Polo,Untaxed,Valid,,0,1390cc,,,Petrol,,,,,,POLO SEL 85 S-A,,White,,,,,,,,,,2010,1,,,47000,4600,2024-08-27 04:43:00,9.0,2024-04-30,2025-06-18,29
142,LS11UKZ,,SKODA OCTAVIA,Untaxed,Valid,,0,1390,,,PETROL,,,2012-03-22,,,OCTAVIA ELEGANCE TSI,,MAROON,2011-03,,,,,,M1,,2 AXLE RIGID BODY,2011,1,148,SKODA,123271,2995,2024-10-17 05:53:53,9.0,2024-09-21,2025-03-25,50
172,KX70EEV,,SKODA,Untaxed,No details held by DVLA,,0,1498,,EURO 6 DG,PETROL,,,2021-01-15,,,OCTAVIA SE TECHNOLOGY TSI,,BLUE,2021-01,,,,,,M1,,2 AXLE RIGID BODY,2021,1,126,SKODA,102060,7995,2024-12-04 09:44:18,9.0,2024-11-04,,17
12,OV64BFE,,NISSAN X-TRAIL,✗ Expired: 25 Apr 2024 1 days ago,✓ Expires: 07 Oct 2024 165 days left,NO,13108,1598 cc,,EURO 5,Diesel,,117969.0,03 September 2023,£45,No,X-TRAIL N-TEC DCI 4X4,X-TRAIL,Silver,2014.09.30,Oxford,HIGH,£180,£99,,M1,9 Years 3 Months,2 AXLE RIGID BODY,2014,1,139 g/km (,NISSAN,118000,6500,2023-12-04 10:36:25,10.0,2024-04-25,2024-10-07,2
41,LR59XZW,,HONDA INSIGHT,✗ Expired: 26 Feb 2024 58 days ago,✓ Expires: 12 Jun 2024 50 days left,NO,8973,1339 cc,,EURO 5,Petrol,,134590.0,14 February 2013,£45,No,INSIGHT SE CVT,INSIGHT,Blue,2009.09.29,Stanmore / London,MEDIUM,£10,,,M1,14 Years 7 Months,2 AXLE RIGID BODY,2009,1,101 g/km (,HONDA,137000,3400,2024-04-23 06:27:38,10.0,2024-02-26,2024-06-12,0
41,LR59XZW,,HONDA INSIGHT,✗ Expired: 26 Feb 2024 58 days ago,✓ Expires: 12 Jun 2024 50 days left,NO,8973,1339 cc,,EURO 5,Petrol,,134590.0,14 February 2013,£45,No,INSIGHT SE CVT,INSIGHT,Blue,2009.09.29,Stanmore / London,MEDIUM,£10,,,M1,14 Years 7 Months,2 AXLE RIGID BODY,2009,1,101 g/km (,HONDA,137000,3400,2024-04-23 06:27:38,10.0,2024-02-26,2024-06-12,0
83,LP16KNG,,Honda Jazz SE I-VTEC,,,,0,1318cc,,,PETROL,,,2023-02-07,,,JAZZ SE I-VTEC,,RED,2016-06,,,,,,M1,,2 AXLE RIGID BODY,2016,1,,,76124,4200,2024-07-17 04:16:19,10.0,,,115
167,CP02ZZZ,,LAND ROVER,Untaxed,Valid,,0,4197,,,PETROL,,,2024-06-10,,,RANGE ROVER SP HSE SC A,,BLACK,2007-06,,,,,,M1,,2 AXLE RIGID BODY,2007,1,374,LAND ROVER,101148,5500,2024-11-22 08:38:00,10.0,2024-11-14,2025-10-23,53
58,GM14UOE,,SKODA OCTAVIA,✗ Expired: 21 Mar 2024 42 days ago,✓ Expires: 22 Jun 2024 52 days left,NO,8449,1598 cc,,EURO 5,Diesel,,84488.0,31 July 2015,£45,No,OCTAVIA SE TDI CR,OCTAVIA,Beige,2014.07.01,Maidstone,MEDIUM,£0,,,M1,9 Years 10 Months,2 AXLE RIGID BODY,2014,1,99 g/km (A,SKODA,96000,5200,2024-05-02 06:56:25,11.0,2024-03-21,2024-06-22,10
91,WF62 KYT,,Kia Venga,,,,0,1591,,,PETROL,,,2021-04-12,,,VENGA 3 ECODYNAMICS,,SILVER,2012-12,,,,,,M1,,2 AXLE RIGID BODY,2012,1,,,103479,2700,2024-08-02 05:58:28,11.0,,,62
104,KP14AEV,,,Expires: 01 Sep 2025,Expires: 15 Feb 2025,,0,,,,,,,,,,IBIZA S AC,,,,,,,,,,,,,1,,,62000,3995,2024-08-27 04:41:16,11.0,2025-09-01,2025-02-15,3
113,CK07GHO,,Ford Fiesta,,,,0,1242cc,,,PETROL,,,2011-06-21,,,FIESTA SILVER,,RED,2007-04,,,,,,M1,,2 AXLE RIGID BODY,2007,1,,,93000,1200,2024-08-27 05:03:06,11.0,,,45
98,DV65GVL,,Vauxhall Mokka,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,127014,2995,2024-08-02 06:32:13,11.0,,,15
47,LS09LDX,,VOLKSWAGEN POLO,✗ Expired: 03 Mar 2024 55 days ago,✓ Expires: 02 Apr 2025 341 days left,NO,2930,1390 cc,,EURO 4,Petrol,,43953.0,18 August 2015,£45,No,POLO MATCH 80,POLO,Silver,2009.04.18,Stanmore / London,LOW,£200,£110,,M1,15 Years 0 Months,2 AXLE RIGID BODY,2009,1,150 g/km (,VOLKSWAGEN,43964,2995,2024-04-24 02:29:30,12.0,2024-03-03,2025-04-02,1
42,VF15DKD,,KIA RIO,✗ Expired: 27 Mar 2024 29 days ago,✓ Expires: 16 Oct 2024 175 days left,NO,10065,1248 cc,,EURO 6,Petrol,,90586.0,01 October 2019,£45,No,RIO SR7,RIO,Black,2015.07.22,Worcester,MEDIUM,£35,,,M1,8 Years 9 Months,2 AXLE RIGID BODY,2015,1,115 g/km (,KIA,95000,4500,2024-04-23 06:29:37,12.0,2024-03-27,2024-10-16,10
112,BG07XVR,,Subaru IMPREZA RX,,,,0,,,,,,,,,,IMPREZA RX,,,,,,,,,,,,,1,,,89000,3995,2024-08-27 04:58:03,12.0,,,26
150,LE06OHH,,VOLKSWAGEN,Untaxed,Valid,,0,1984,,,PETROL,,,2013-01-22,,,BEETLE CABRIOLET,,BEIGE,2006-08,,,,,,M1,,2 AXLE RIGID BODY,2006,1,211,VOLKSWAGEN,80252,1995,2024-10-24 08:07:23,12.0,2024-10-17,2025-09-01,21
196,MK12UYO,,PEUGEOT,Taxed,Valid,,0,1997,,,DIESEL,,,2024-09-02,,,508 SR HDI,,BLACK,2012-03,,,,,,M1,,2 AXLE RIGID BODY,2012,1,119,PEUGEOT,89303,2600,2025-02-08 06:57:26,12.0,2025-03-01,2026-02-03,21
48,P500OCO,,FIAT 500,✗ Expired: 04 Apr 2024 22 days ago,✓ Expires: 20 Feb 2025 301 days left,NO,2642,1368 cc,,EURO 5,Petrol,,39623.0,27 February 2024,£45,No,500 LOUNGE,500,White,2009.02.20,,LOW,£200,£110,,M1,15 Years 2 Months,2 AXLE RIGID BODY,2009,1,149 g/km (,FIAT,39623,3995,2024-04-24 02:40:43,13.0,2024-04-04,2025-02-20,0
55,LX17 JVH,,NISSAN X-TRAIL,✗ Expired: 25 Feb 2024 64 days ago,✓ Expires: 13 Feb 2025 291 days left,NO,7268,1598 cc,,EURO 6,Diesel,,50877.0,03 March 2022,£45,No,,X-TRAIL,Black,2017.03.07,Sidcup / London,MEDIUM,£150,£82.50,,M1,7 Years 1 Months,2 AXLE RIGID BODY,2017,1,129 g/km (,NISSAN,51890,9700,2024-04-29 05:48:04,13.0,2024-02-25,2025-02-13,9
95,SB12 EFS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,100019,4800,2024-08-02 06:08:47,13.0,,,7
144,DA07KCU,,VOLKSWAGEN,Untaxed,Valid,,0,1896,,,DIESEL,,,2013-12-05,,,GOLF MATCH TDI 105,,BLUE,2007-06,,,,,,M1,,2 AXLE RIGID BODY,2007,1,132,VOLKSWAGEN,149837,1700,2024-10-17 06:09:15,13.0,2024-09-01,2025-09-04,15
174,DX16YUS,,HONDA,Untaxed,Valid,,0,1597,,,DIESEL,,,2021-01-04,,,CIVIC I-DTEC SE PLUS NAVI,,BLUE,2016-03,,,,,,M1,,2 AXLE RIGID BODY,2016,1,94,HONDA,105629,5500,2024-12-04 09:45:44,13.0,2024-10-28,2025-12-01,36
120,WN08JYG,,Honda Jazz SE,Expired: 31 Aug 2024,Expires: 21 May 2025,No,0,4,,Show ULEZ status,1339 cc,,,Bristol / West of England,,,Silver,,Car,05 February 2024,2008,,£104.50,Road tax rates are i,,,31 March 2008,,See a full,1,,Jazz Se,60000,2500,2024-09-13 04:24:35,14.0,2024-08-31,2025-05-21,24
107,BJ12ERY,,Volvo XC60,,,,0,2400,,,DIESEL,,,2018-05-11,,,XC60 SE LUX NAV D5 AWD AUTO,,GOLD,2012-06,,,,,,M1,,2 AXLE RIGID BODY,2012,1,,,135000,4995,2024-08-27 04:44:05,14.0,,,21
161,VF15DKD,,KIA,Untaxed,Valid,,0,1248,,,PETROL,,,2019-10-01,,,RIO SR7,,BLACK,2015-07,,,,,,M1,,2 AXLE RIGID BODY,2015,1,115,KIA,90586,3995,2024-11-04 09:43:58,14.0,2024-03-27,2025-09-02,10
137,BF11FFJ,,RENAULT,Taxed,Valid,,0,1461,,,DIESEL,,,2023-12-19,,,CLIO DYNAMIQUE TOMTOM DCI,,BEIGE,2011-05,,,,,,M1,,2 AXLE RIGID BODY,2011,1,106,RENAULT,96721,1800,2024-10-12 07:02:31,14.0,2024-12-01,2025-10-13,61
175,LP61UBT,,PEUGEOT,Untaxed,Valid,,0,1598,,,PETROL,,,2021-01-14,,,207 ALLURE AUTO,,BLACK,2012-01,,,,,,M1,,2 AXLE RIGID BODY,2012,1,160,PEUGEOT,54683,3900,2024-12-04 09:47:20,14.0,2024-10-28,2025-02-06,43
157,HW02CCW,,DACIA,Untaxed,Valid,,0,1461,,,DIESEL,,,2015-11-23,,,DUSTER LAUREATE DCI 4X4,,WHITE,2013-09,,,,,,M1,,2 AXLE RIGID BODY,2013,1,135,DACIA,77540,4100,2024-10-30 07:17:31,14.0,2024-10-04,2025-09-13,17
198,LO12UKZ,,HONDA,Untaxed,Valid,,0,1198,,,PETROL,,,2012-06-28,,,JAZZ I-VTEC S AC,,RED,2012-06,,,,,,M1,,2 AXLE RIGID BODY,2012,1,123,HONDA,99370,2900,2025-02-08 07:29:24,14.0,2024-10-30,2025-11-14,37
49,SP17WXA,,NISSAN LEAF,✓ Expires: 01 May 2024 4 days left,✓ Expires: 08 Jan 2025 257 days left,NO,11924,0 cc,,EURO 6,Electric,,83470.0,04 April 2022,£45,No,LEAF TEKNA 30KWH,LEAF,Grey,2017.03.10,Dundee,MEDIUM,£0,,,M1,7 Years 1 Months,2 AXLE RIGID BODY,2017,1,0 g/km (A),NISSAN,83470,4995,2024-04-25 03:36:55,15.0,2024-05-01,2025-01-08,24
52,CP61KZC,,VOLKSWAGEN PASSAT,✓ Expires: 01 Oct 2024 155 days left,✓ Expires: 17 Jan 2025 264 days left,NO,9726,1968 cc,,EURO 5,Diesel,,126437.0,27 March 2024,£45,Yes,PASSAT GT CC TDI170 BL TECH SA,PASSAT,Black,2011.12.08,Swansea,MEDIUM,£200,£110,,M1,12 Years 4 Months,2 AXLE RIGID BODY,2011,1,144 g/km (,VOLKSWAGEN,127524,3600,2024-04-29 05:41:58,15.0,2024-10-01,2025-01-17,12
85,FE59SYP,,,,,,0,,,,,,,,,,POLO MATCH 60,,,,,,,,,,,,,1,,,130000,1995,2024-07-22 07:36:07,15.0,,,15
102,PK16 KNY,,Vauxhall Insignia,Expired: 04 Sep 2024,Expires: 15 Aug 2025,,0,1598cc,,,DIESEL,,,2024-08-21,,,INSIGNIA SRI NAV CDTI,,GREEN,2016-04,,,,,,M1,,2 AXLE RIGID BODY,2016,1,,,104000,4500,2024-08-27 04:24:44,15.0,2024-09-04,2025-08-15,25
129,CA16PZJ,,KIA SPORTAGE ,Untaxed,Valid,,0,1685,,,DIESEL,,,2023-09-30,,,SPORTAGE 4 CRDI ISG,,WHITE,2016-06,,,,,,M1,,2 AXLE RIGID BODY,2016,1,119,KIA,125273,6800,2024-10-09 05:55:24,15.0,2024-09-27,2025-06-14,19
182,DY62GGV,,FIAT,Untaxed,Valid,,0,1242,,,PETROL,,,2021-05-04,,,PUNTO POP,,WHITE,2012-09,,,,,,M1,,2 AXLE RIGID BODY,2012,1,123,FIAT,80365,1995,2024-12-11 06:17:30,15.0,2024-11-21,2025-08-31,27
191,SP08UJE,,LAND ROVER,Untaxed,Valid,,0,3628,,,DIESEL,,,2019-10-21,,,RANGE ROVER SP HSE TDV8 A,,BLACK,2008-03,,,,,,M1,,2 AXLE RIGID BODY,2008,1,294,LAND ROVER,103000,4500,2025-02-04 05:47:25,15.0,2024-12-24,2026-01-28,27
56,RA53 ZPE,,TOYOTA AVENSIS,✗ Expired: 13 Mar 2024 47 days ago,✓ Expires: 07 Feb 2025 285 days left,NO,6282,1995 cc,,EURO 4,Diesel,,131932.0,23 February 2012,£45,No,,AVENSIS,Green,2003.11.14,Reading,MEDIUM,£240,£132,,M1,20 Years 5 Months,2 AXLE RIGID BODY,2003,1,158 g/km (,TOYOTA,131932,1400,2024-04-29 05:57:57,16.0,2024-03-13,2025-02-07,14
88,FT60 PUO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,84082,4400,2024-08-02 05:50:08,16.0,,,23
140,HJ10WJX,,MAZDA,Untaxed,Valid,,0,1349,,,PETROL,,,2024-02-26,,,2 TAMURA,,GREY,2010-03,,,,,,M1,,2 AXLE RIGID BODY,2010,1,125,MAZDA,97705,1995,2024-10-12 08:16:17,16.0,2024-08-21,2024-11-14,17
178,KS06ACJ,,PEUGEOT,Untaxed,Valid,,0,1997,,,DIESEL,,,2018-12-01,,,407 SE HDI,,GREY,2006-06,,,,,,M1,,2 AXLE RIGID BODY,2006,1,155,PEUGEOT,74884,1995,2024-12-11 05:20:01,16.0,2024-11-12,2025-06-01,16
34,WF61EOE,,LAND ROVER FREELANDER,✓ Expires: 01 Oct 2024 161 days left,✓ Expires: 15 Nov 2024 207 days left,NO,11268,2179 cc,,EURO 5,Diesel,,146483.0,14 March 2019,£45,No,FREELANDER GS TD4 AUTO,FREELANDER,Grey,2011.09.29,Exeter,MEDIUM,£320,£176,,M1,12 Years 5 Months,2 AXLE RIGID BODY,2011,1,185 g/km (,LAND ROVER,146483,4700,2024-02-11 11:44:35,17.0,2024-10-01,2024-11-15,1
90,PK16 KNY,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,104223,5100,2024-08-02 05:57:12,17.0,,,5
183,LG59XZC,,VOLKSWAGEN,Untaxed,Valid,,0,1968,,,DIESEL,,,2012-09-20,,,PASSAT HIGHLINE TDI 140,,RED,2009-09,,,,,,M1,,2 AXLE RIGID BODY,2009,1,148,VOLKSWAGEN,106499,2995,2024-12-11 06:24:23,17.0,2024-11-13,2025-09-04,7
123,FM66UJC,,Vauxhall Corsa Energy,Expired: 05 Sep 2024,Expires: 13 Feb 2025,No,0,6b,,Show ULEZ status,1398 cc,,,Nottingham / Forest and Fens (East Midlands),,,White,,Car,22 May 2021,2017,,£N/A,Road tax rates are i,,,31 January 2017,,See a full,1,,Corsa Energy Ac Ecoflex,51006,4500,2024-09-14 04:56:41,17.0,2024-09-05,2025-02-13,22
78,GY56XVP,,BMW 3 SERIES,✓ Expires: 01 Aug 2024 35 days left,✓ Expires: 02 Jun 2025 341 days left,NO,6442,2497 cc,,EURO 4,Petrol,,115963.0,26 September 2022,£45,No,325I SE AUTO,3 SERIES,Green,2006.09.30,Brighton,MEDIUM,£415,£228.25,,M1,17 Years 9 Months,2 AXLE RIGID BODY,2006,1,218 g/km (,BMW,115963,2400,2024-06-27 01:54:04,18.0,2024-08-01,2025-06-02,37
125,SR51MGV,,Toyota Corolla,Untaxed,Not valid,,0,1398,,,PETROL,,,2024-08-20,,,COROLLA TSPIRIT VVTI,,BLUE,2002-02,,,,,,M1,,2 AXLE RIGID BODY,2002,1,159,TOYOTA,49000,2500,2024-09-30 02:55:38,18.0,2024-09-04,2024-09-21,22
147,PX63UCR,,AUDI,Taxed,Not valid,,0,1968,,,DIESEL,,,2023-12-12,,,A3 SPORT TDI,,SILVER,2013-10,,,,,,M1,,2 AXLE RIGID BODY,2013,1,108,AUDI,108422,5500,2024-10-18 09:44:54,18.0,2024-11-01,2024-04-18,35
193,VK15BBV,,SKODA,Untaxed,Valid,,0,1390,,,PETROL,,,2024-11-19,,,RAPIDSP-BK SE TECH GTECH TSISA,,GREY,2015-03,,,,,,M1,,2 AXLE RIGID BODY,2015,1,127,SKODA,129946,3900,2025-02-04 06:36:17,18.0,2025-01-20,2026-01-24,29
43,DY08WSU,,FORD RANGER,✗ Expired: 09 Apr 2024 17 days ago,✓ Expires: 23 Jan 2025 273 days left,NO,8222,2500 cc,,EURO 4,Diesel,,131547.0,14 November 2023,£45,No,RANGER THUNDER D/C 4WD,RANGER,Silver,2008.03.14,Shrewsbury,MEDIUM,£320,£176,,N1,16 Years 1 Months,2 AXLE RIGID BODY,2008,1,0 g/km (A),FORD,137000,4500,2024-04-23 06:40:05,19.0,2024-04-09,2025-01-23,12
94,AF13 LYV,,Vauxhall Zafira,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,80080,2995,2024-08-02 06:07:51,19.0,,,11
166,WK65LZD,,NISSAN,Untaxed,Valid,,0,1461,,,DIESEL,,,2022-06-27,,,JUKE TEKNA DCI,,GREY,2015-09,,,,,,M1,,2 AXLE RIGID BODY,2015,1,104,NISSAN,78827,5995,2024-11-19 04:10:03,19.0,2024-11-02,2025-01-19,6
162,EK58OCU,,HONDA,Untaxed,Not valid,,0,1339,,,PETROL,,,2011-10-17,,,JAZZ SPORT,,SILVER,2008-10,,,,,,M1,,2 AXLE RIGID BODY,2008,1,137,HONDA,66558,2400,2024-11-04 09:58:05,19.0,2024-09-27,2024-10-14,27
177,LO59HDK,,HONDA,Untaxed,Valid,,0,2204,,,DIESEL,,,2011-11-25,,,CIVIC EX I-CTDI,,SILVER,2009-12,,,,,,M1,,2 AXLE RIGID BODY,2009,1,139,HONDA,37131,5995,2024-12-11 05:18:41,19.0,2024-12-02,2025-07-26,14
32,BJ64YMK,,VOLKSWAGEN JETTA,✓ Expires: 01 Apr 2025 343 days left,✓ Expires: 16 Jan 2025 269 days left,NO,7825,1968 cc,,EURO 5,Diesel,,78246.0,20 December 2018,£45,No,JETTA SPORT TDI S-A,JETTA,Grey,2014.09.30,Birmingham,MEDIUM,£180,£99,,M1,9 Years 4 Months,2 AXLE RIGID BODY,2014,1,138 g/km (,VOLKSWAGEN,86000,0,2024-01-06 13:33:47,19.0,2025-04-01,2025-01-16,0
16,DK07LHE,,VOLKSWAGEN EOS,✗ Expired: 31 Aug 2022 603 days ago,✓ Expires: 17 Oct 2024 176 days left,NO,4544,1968 cc,,EURO 4,Diesel,,72709.0,07 August 2022,£45,No,,EOS,Purple,2007.07.03,Chester,LOW,£320,£176,,M1,16 Years 5 Months,2 AXLE RIGID BODY,2007,1,177 g/km (,VOLKSWAGEN,72000,3400,2023-12-17 05:00:22,20.0,2022-08-31,2024-10-17,32
65,ML15VPJ,,SKODA YETI,✗ Expired: 09 Apr 2024 41 days ago,✓ Expires: 01 Apr 2025 317 days left,NO,12317,1968 cc,,EURO 5,Diesel,,110849.0,14 October 2018,£45,No,YETI OUTDOOR S TDI CR,YETI,Silver,2015.03.31,Manchester,HIGH,£180,£99,,M1,9 Years 2 Months,2 AXLE RIGID BODY,2015,1,134 g/km (,SKODA,111000,5100,2024-05-20 09:34:37,20.0,2024-04-09,2025-04-01,56
16,DK07LHE,,VOLKSWAGEN EOS,✗ Expired: 31 Aug 2022 603 days ago,✓ Expires: 17 Oct 2024 176 days left,NO,4544,1968 cc,,EURO 4,Diesel,,72709.0,07 August 2022,£45,No,,EOS,Purple,2007.07.03,Chester,LOW,£320,£176,,M1,16 Years 5 Months,2 AXLE RIGID BODY,2007,1,177 g/km (,VOLKSWAGEN,72000,3400,2023-12-17 05:00:22,20.0,2022-08-31,2024-10-17,32
84,FR12ZNV,,Audi A3,,,,0,,,,,,,,,,A3 SPORT TDI,,,,,,,,,,,,,1,,,92000,3850,2024-07-22 07:34:23,20.0,,,32
105,VE65OWM,,Kia Rio SR7,,,,0,,,,,,,,,,RIO SR7,,,,,,,,,,,,,1,,,87000,4600,2024-08-27 04:42:08,20.0,,,17
126,HY65HLF,,RENAULT CLIO,Untaxed,Valid,,0,1461,,,DIESEL,,,2021-01-30,,,CLIO DYNAMIQUE NAV DCI,,BLACK,2015-09,,,,,,M1,,2 AXLE RIGID BODY,2015,1,85,RENAULT,108999,3995,2024-09-30 03:29:04,20.0,2024-09-07,2025-08-29,2
31,OE53CUV,,NISSAN MICRA,✓ Expires: 01 Jan 2025 330 days left,✓ Expires: 21 Mar 2024 45 days left,NO,1563,1240 cc,,EURO 4,Petrol,,32819.0,14 March 2021,£45,No,MICRA S,MICRA,Blue,2003.10.28,Oxford,LOW,£200,£110,,M1,20 Years 3 Months,2 AXLE RIGID BODY,2003,1,143 g/km (,NISSAN,33000,0,2024-01-06 13:28:25,20.0,2025-01-01,2024-03-21,0
30,DE64XBP,,VOLVO V60,✓ Expires: 01 Dec 2024 284 days left,✓ Expires: 31 Oct 2024 254 days left,NO,13041,1969 cc,,EURO 6,Diesel,,130408.0,27 October 2021,£45,No,V60 BUSINESS EDITION D4,V60,Grey,2014.10.30,Chester,HIGH,£0,,,M1,9 Years 3 Months,2 AXLE RIGID BODY,2014,1,99 g/km (A,VOLVO,131000,5600,2024-01-06 13:26:50,21.0,2024-12-01,2024-10-31,2
103,DY11AXJ,,,,,,0,,,,,,,,,,INSIGNIA SRI,,,,,,,,,,,,,1,,,66620,2600,2024-08-27 04:40:11,21.0,,,4
109,DV62XXY,,Vauxhall Corsa SE,,,,0,,,,,,,,,,CORSA SE,,,,,,,,,,,,,1,,,79000,2995,2024-08-27 04:47:59,21.0,,,19
186,MT10FUY,,AUDI,Untaxed,Valid,,0,1968,,,DIESEL,,,2023-12-15,,,A4 SE TDI 6SP,,BLACK,2010-06,,,,,,M1,,2 AXLE RIGID BODY,2010,1,134,AUDI,137742,2300,2024-12-29 06:39:24,21.0,2024-06-06,2025-03-06,1
1,GU10TZS,,CITROEN C3,✓ SORN,✓ Expires: 16 Aug 2024 114 days left,NO,7032,1560 cc,,EURO 4,Diesel,,91415.0,02 September 2023,£45,No,C3 PICASSO EXCLUSIVE HDI,C3,Blue,2010.03.01,Brighton,MEDIUM,£35,,,M1,13 Years 8 Months,2 AXLE RIGID BODY,2010,1,119 g/km (,CITROEN,93000,2000,2023-11-28 13:02:04,22.0,,2024-08-16,32
118,VE60YCY,,,,,,0,,,,,,,,,,OCTAVIA ELEGANCE TDI CR,,,,,,,,,,,,,1,,,104000,3500,2024-09-06 02:40:50,22.0,,,4
143,WR59HYX,,SKODA FABIA,Untaxed,Valid,,0,1198,,,PETROL,,,2012-01-11,,,FABIA 1 HTP 12V,,GREY,2009-11,,,,,,M1,,2 AXLE RIGID BODY,2009,1,140,SKODA,85872,2100,2024-10-17 06:05:41,22.0,2024-09-25,2024-12-17,4
181,CE64BWA,,ALFA ROMEO,Untaxed,Valid,,0,1956,,,DIESEL,,,2014-09-23,,,GIULIETTA DISTINCTIVE JTDM-2,,WHITE,2014-09,,,,,,M1,,2 AXLE RIGID BODY,2014,1,110,ALFA ROMEO,135314,2600,2024-12-11 05:27:05,23.0,2024-11-30,2025-10-20,24
199,BU63YVW,,FORD,Untaxed,Valid,,0,1997,,,DIESEL,,,2024-06-14,,,S-MAX ZETEC TDCI AUTO,,SILVER,2013-11,,,,,,M1,,2 AXLE RIGID BODY,2013,1,159,FORD,52925,5995,2025-02-20 08:42:00,23.0,2024-06-14,2025-12-04,4
